   0.0000000e+00   1.2400000e+01   2.0700000e+02
   1.6666667e-01   1.1800000e+01   2.0480000e+02
   3.3333333e-01   1.1300000e+01   1.9940000e+02
   5.0000000e-01   1.1800000e+01   1.9560000e+02
   6.6666667e-01   1.3000000e+01   1.9500000e+02
   8.3333333e-01   1.3400000e+01   1.9550000e+02
   1.0000000e+00   1.2000000e+01   1.9250000e+02
   1.1666667e+00   1.3300000e+01   1.9250000e+02
   1.3333333e+00   1.4900000e+01   1.9450000e+02
   1.5000000e+00   1.4400000e+01   1.9790000e+02
   1.6666667e+00   1.3600000e+01   1.9800000e+02
   1.8333333e+00   1.2400000e+01   1.8510000e+02
   2.0000000e+00   1.5100000e+01   2.0260000e+02
   2.1666667e+00   1.5000000e+01   2.0240000e+02
   2.3333333e+00   1.4400000e+01   2.0540000e+02
   2.5000000e+00   1.4600000e+01   2.0430000e+02
   2.6666667e+00   1.2800000e+01   2.0370000e+02
   2.8333333e+00   1.2600000e+01   2.0620000e+02
   3.0000000e+00   1.5500000e+01   2.1350000e+02
   3.1666667e+00   1.6700000e+01   2.1370000e+02
   3.3333333e+00   1.7100000e+01   2.1490000e+02
   3.5000000e+00   1.6500000e+01   2.1430000e+02
   3.6666667e+00   1.6800000e+01   2.1440000e+02
   3.8333333e+00   1.5100000e+01   2.1060000e+02
   4.0000000e+00   1.5600000e+01   2.1050000e+02
   4.1666667e+00   1.4700000e+01   2.0960000e+02
   4.3333333e+00   1.3900000e+01   2.0860000e+02
   4.5000000e+00   1.4200000e+01   2.0660000e+02
   4.6666667e+00   1.4100000e+01   2.0500000e+02
   4.8333333e+00   1.4800000e+01   2.0500000e+02
   5.0000000e+00   1.4600000e+01   2.0050000e+02
   5.1666667e+00   1.5100000e+01   1.9520000e+02
   5.3333333e+00   1.5000000e+01   1.9360000e+02
   5.5000000e+00   1.5600000e+01   1.9170000e+02
   5.6666667e+00   1.6900000e+01   1.8940000e+02
   5.8333333e+00   1.5800000e+01   1.8690000e+02
   6.0000000e+00   1.6500000e+01   1.8230000e+02
   6.1666667e+00   1.8100000e+01   1.8330000e+02
   6.3333333e+00   1.8400000e+01   1.8080000e+02
   6.5000000e+00   1.7900000e+01   1.7960000e+02
   6.6666667e+00   1.8900000e+01   1.7910000e+02
   6.8333333e+00   2.0000000e+01   1.7830000e+02
   7.0000000e+00   2.0000000e+01   1.7830000e+02
   7.1666667e+00   2.1400000e+01   1.7780000e+02
   7.3333333e+00   2.0800000e+01   1.7530000e+02
   7.5000000e+00   2.1800000e+01   1.7380000e+02
   7.6666667e+00   2.1800000e+01   1.7130000e+02
   7.8333333e+00   2.2600000e+01   1.7220000e+02
   8.0000000e+00   2.2700000e+01   1.7260000e+02
   8.1666667e+00   2.4100000e+01   1.7300000e+02
   8.3333333e+00   2.3500000e+01   1.7180000e+02
   8.5000000e+00   2.4100000e+01   1.7080000e+02
   8.6666667e+00   2.4400000e+01   1.6950000e+02
   8.8333333e+00   2.4900000e+01   1.7010000e+02
   9.0000000e+00   2.6500000e+01   1.7290000e+02
   9.1666667e+00   2.6500000e+01   1.7210000e+02
   9.3333333e+00   2.6300000e+01   1.7200000e+02
   9.5000000e+00   2.7300000e+01   1.7250000e+02
   9.6666667e+00   2.7300000e+01   1.7520000e+02
   9.8333333e+00   2.7800000e+01   1.7220000e+02
   1.0000000e+01   2.7200000e+01   1.7460000e+02
   1.0166667e+01   2.7900000e+01   1.7790000e+02
   1.0333333e+01   2.8400000e+01   1.7830000e+02
   1.0500000e+01   2.8300000e+01   1.7590000e+02
   1.0666667e+01   2.7300000e+01   1.7460000e+02
   1.0833333e+01   2.7600000e+01   1.7310000e+02
   1.1000000e+01   2.9300000e+01   1.7520000e+02
   1.1166667e+01   2.9600000e+01   1.7580000e+02
   1.1333333e+01   2.8700000e+01   1.7430000e+02
   1.1500000e+01   2.8200000e+01   1.7300000e+02
   1.1666667e+01   2.8100000e+01   1.7000000e+02
   1.1833333e+01   2.9100000e+01   1.6820000e+02
   1.2000000e+01   2.8800000e+01   1.7040000e+02
   1.2166667e+01   2.9600000e+01   1.7150000e+02
   1.2333333e+01   2.9900000e+01   1.7160000e+02
   1.2500000e+01   2.9500000e+01   1.7210000e+02
   1.2666667e+01   3.0100000e+01   1.7560000e+02
