   1.0000000000000000e+01   1.2075320000000000e+06
   1.0000000000000000e+01   1.0013290000000000e+06
   1.0000000000000000e+01   1.1642510000000000e+06
   1.0000000000000000e+01   1.0521420000000000e+06
   1.0000000000000000e+01   1.3143320000000000e+06
   1.0000000000000000e+01   9.2781600000000000e+05
   1.0000000000000000e+01   8.5991500000000000e+05
   1.0000000000000000e+01   9.8150100000000000e+05
   1.5000000000000000e+01   1.9180900000000000e+05
   1.5000000000000000e+01   3.5513600000000000e+05
   1.5000000000000000e+01   2.5113800000000000e+05
   1.5000000000000000e+01   3.2085900000000000e+05
   1.5000000000000000e+01   4.2688000000000000e+05
   1.5000000000000000e+01   1.9037600000000000e+05
   1.5000000000000000e+01   3.3071300000000000e+05
   1.5000000000000000e+01   3.1301500000000000e+05
   2.0000000000000000e+01   6.8162000000000000e+04
   2.0000000000000000e+01   1.3884800000000000e+05
   2.0000000000000000e+01   1.0781100000000000e+05
   2.0000000000000000e+01   1.4487700000000000e+05
   2.0000000000000000e+01   1.5860000000000000e+05
   2.0000000000000000e+01   8.9558000000000000e+04
   2.0000000000000000e+01   1.7458000000000000e+05
   2.0000000000000000e+01   1.1393600000000000e+05
   2.5000000000000000e+01   5.3675000000000000e+04
   2.5000000000000000e+01   6.3114000000000000e+04
   2.5000000000000000e+01   6.6566000000000000e+04
   2.5000000000000000e+01   4.6152000000000000e+04
   2.5000000000000000e+01   5.5601000000000000e+04
   2.5000000000000000e+01   6.3908000000000000e+04
   2.5000000000000000e+01   4.6279000000000000e+04
   2.5000000000000000e+01   4.3226000000000000e+04
   3.0000000000000000e+01   1.9547000000000000e+04
   3.0000000000000000e+01   2.4162000000000000e+04
   3.0000000000000000e+01   2.7696000000000000e+04
   3.0000000000000000e+01   3.5947000000000000e+04
   3.0000000000000000e+01   4.9134000000000000e+04
   3.0000000000000000e+01   2.5054000000000000e+04
   3.0000000000000000e+01   3.0502000000000000e+04
   3.0000000000000000e+01   4.1359000000000000e+04
